tunjukan,7,tunjuk,tunjukan
merespone,2,merespone,0
melampirakan,0,melampirakan,0
thd,4,thd,0
kug,9,kug,0
lmjang,1,lmjang,0
lumajang-gresik,1,lumajang-gresik,0
kyak,10,kyak,0
situsnya,0,situs,situsnya
srono,1,srono,0
kebaman,0,kebam,kebaman
penngen,0,penngen,0
darrel,0,darrel,0
berdatangan,0,datang,berdatangan
pajero,2,pajero,0
dipindahkan,2,pindah,dipindahkan
pemindahan,0,indah,pemindahan
creditnya,0,creditnya,0
sukarame,2,sukarame,0
ngelewatin,0,ngelewatin,0
alanhar,0,alanhar,0
perempatan,0,empat,perempatan
penumbuh,1,tumbuh,penumbuh
ahr,1,ahr,0
penuturan,0,tutur,penuturan
mwmbayar,0,mwmbayar,0
securiti,1,securiti,0
tkb,0,tkb,0
diangkirnya,0,diangkirnya,0
aampai,2,aampai,0
barsngnya,0,barsngnya,0
kmasih,0,kmasih,0
pengetikan,2,keti,pengetikan
pelajar,8,ajar,pelajar
alamatny,2,alamatny,0
pelakunya,0,aku,pelakunya
anton,2,anton,0
lao,0,lao,0
yasudah,16,yasudah,0
screenshootnya,4,screenshootnya,0
kordinasi,3,kordinasi,0
ngaret,8,ngaret,0
investigasinya,0,investigasi,investigasinya
mengeluh,4,keluh,mengeluh
kelanjutaannya,0,kelanjutaannya,0
vouchher,0,vouchher,0
fiturnya,3,fiturnya,0
kategorinya,2,kategori,kategorinya
dibagian,2,bagi,dibagian
tujaun,0,tujaun,0
dkm,0,dkm,0
fdr,2,fdr,0
image.png,9,image.png,0
jaam,1,jaam,0
gimnh,4,gimnh,0
perobahan,4,perobahan,0
nenyebalkan,3,nenyebalkan,0
palaing,3,palaing,0
historiesnya,3,historiesnya,0
pembohong,3,bohong,pembohong
lon,4,lon,0
waskito,1,waskito,0
dikomfirmasikan,0,dikomfirmasikan,0
dilampirkan,1,lampir,dilampirkan
m-transfer,23,m-transfer,0
bukalapakcom,17,bukalapakcom,0
ng,46,ng,0
truscs,1,truscs,0
kepd,1,kepd,0
biayakan,1,biaya,biayakan
selisihnya,2,selisih,selisihnya
expds,1,expds,0
aktip,16,aktip,0
lokasinya,11,lokasi,lokasinya
pengiriman.mohon,1,pengiriman.mohon,0
ass.bp/ibu,1,ass.bp/ibu,0
sumarni,0,sumarni,0
kersana,0,kersana,0
jln.pemuda,0,jln.pemuda,0
keesana,0,keesana,0
brebes,9,brebes,0
astuti,1,astuti,0
menampilkan,1,menampilkan,0
akibatnya,3,akibat,akibatnya
perbaik,0,baik,perbaik
emile,0,emile,0
monitoringnya,0,monitoringnya,0
offlaine,0,offlaine,0
an.bukalapak.com,0,an.bukalapak.com,0
reff,1,reff,0
pelpak,4,pak,pelpak
dipecat,2,pecat,dipecat
boong,7,boong,0
dipajang,2,pajang,dipajang
sebaiknya,30,baik,sebaiknya
didelet,0,didelet,0
teriam,1,riam,teriam
transferny,0,transferny,0
munculkan,0,muncul,munculkan
abdullah,2,abdullah,0
suyuthi,1,suyuthi,0
tellah,0,tel,tellah
dibuatkan,3,buat,dibuatkan
semiinggu,0,semiinggu,0
dari.bandung,0,dari.bandung,0
juha,2,juha,0
dibls,10,dibls,0
kejelasanya,9,kejelasanya,0
dehh,5,dehh,0
trkhir,4,trkhir,0
plig,0,plig,0
hmmm,16,hmmm,0
kabarkan,6,kabar,kabarkan
sedand,0,sedand,0
katannya,2,katannya,0
datang.saya,1,datang.saya,0
coblong,4,coblong,0
bha,0,bha,0
smartfreen,0,smartfreen,0
didata,1,data,didata
inget,4,inget,0
sumarti,5,sumarti,0
adira,3,adira,0
psti,7,psti,0
mangyudit,0,mangyudit,0
ibanez,0,ibanez,0
smbil,1,smbil,0
bodo,3,bodo,0
mnrimanya,1,mnrimanya,0
pngrimannya,2,pngrimannya,0
bkan,10,b,bkan
hubungannya,2,hubungannya,0
mngnalnya,1,mngnalnya,0
pnyelesaiannya,2,pnyelesaiannya,0
knymnan,1,knymnan,0
hya,5,hya,0
sprt,5,sprt,0
jwabannya,2,jwabannya,0
kjelsannya,1,kjelsannya,0
penyeleaian,0,penyeleaian,0
bgi,3,bgi,0
plggan,1,plggan,0
kenyaman,1,kenyam,kenyaman
kpercyaan,1,kpercyaan,0
terhdap,0,terhdap,0
trllu,1,trllu,0
permslhannya,0,permslhannya,0
kjelsan,0,kjelsan,0
scepatnya,6,scepatnya,0
ksus,0,ksus,0
smpaikan,3,smpaikan,0
monalisa,1,monalisa,0
terklik,1,klik,terklik
psann,3,psann,0
biasny,1,biasny,0
nympi,1,nympi,0
komfimasinya,0,komfimasinya,0
acount,1,acount,0
tp.kata,1,tp.kata,0
chat.ini,1,chat.ini,0
trtapi,0,trtapi,0
udsh,1,udsh,0
wooiii,0,wooiii,0
#pake,0,#pake,0
datengnye,0,datengnye,0
kanapa,3,kanapa,0
avril,0,avril,0
taruhan,0,taruh,taruhan
ditinggal,3,tinggal,ditinggal
teradisional,0,adisional,teradisional
tlpon.nya,0,tlpon.nya,0
bantua.an,0,bantua.an,0
beaerta,0,beaerta,0
pemngiriman,1,pemngiriman,0
pembelanjaan,6,belanja,pembelanjaan
alshop,0,alshop,0
soffi,0,soffi,0
kdk,0,kdk,0
adagrab,5,adagrab,0
matis,0,matis,0
supra.sampai,0,supra.sampai,0
wahana.tolong,0,wahana.tolong,0
hari.tetapi,0,hari.tetapi,0
jgaa,2,jgaa,0
jasko,1,jasko,0
cancel.jpg,0,cancel.jpg,0
larinya,2,lari,larinya
dikondisikan,1,kondisi,dikondisikan
pelakak,5,lakak,pelakak
tapidihiraukan,1,tapidihiraukan,0
mausampai,1,mausampai,0
samang,1,samang,0
merspon,3,merspon,0
zivasetaer,0,zivasetaer,0
terdata,2,data,terdata
krusher,0,krusher,0
dahh,0,dahh,0
mahh,0,mahh,0
dtangnya,1,dtangnya,0
jafra,0,jafra,0
mudmask,0,mudmask,0
proses'y,0,proses'y,0
penjual'y,0,penjual'y,0
resi'y,1,resi'y,0
jelasan.dan,0,jelasan.dan,0
batuanya,0,batuanya,0
dibawah,12,bawah,dibawah
pemesannya,3,mesan,pemesannya
konfirmasai,1,konfirmasai,0
neh,10,neh,0
memasuki,2,masuk,memasuki
mengatasi,6,atas,mengatasi
singapura,0,singapura,0
lampiran,12,lampir,lampiran
lapaksukses,0,lapaksukses,0
menayakan,12,menayakan,0
prasetyo,1,prasetyo,0
bh,16,bh,0
tchala,3,tchala,0
peb,7,b,peb
nuralim,3,nuralim,0
mallapasi,3,mallapasi,0
gau,3,gau,0
aada,1,aada,0
perceapat,0,perceapat,0
jalani,0,jalan,jalani
keamarin,0,keamarin,0
keanapa,0,keanapa,0
taghan,1,taghan,0
screnn,0,screnn,0
permudah,3,mudah,permudah
kosumen,0,kosumen,0
rgofiny,1,rgofiny,0
rgofinv,1,rgofinv,0
lqri,1,lqri,0
bontang,2,bontang,0
perjanjiannya,0,perjanjiannya,0
ordetan,1,ordetan,0
sienta,0,sienta,0
image.jpg,3,image.jpg,0
pmbeli,8,pmbeli,0
sleg,0,sleg,0
fto,14,fto,0
selfie,3,selfie,0
zendys,0,zendys,0
handphonenya,0,handphonenya,0
berbedadengan,0,berbedadengan,0
tertutup,8,tutup,tertutup
tlponin,3,tlponin,0
bantukah,1,bantu,bantukah
trimks,4,trimks,0
lengakap,1,lengakap,0
hujau,1,hujau,0
menyelsaikan,0,menyelsaikan,0
respon.tapi,0,respon.tapi,0
terima.gmn,0,terima.gmn,0
narik,3,narik,0
siyang,0,siyang,0
jgx,0,jgx,0
mbax,3,mbax,0
mbaxx,0,mbaxx,0
trss,2,trss,0
pakei,1,pakei,0
klanjutanya,0,klanjutanya,0
padal,6,padal,0
secepatx,1,secepatx,0
komfermasi,1,komfermasi,0
usernya,1,usernya,0
confmasi,1,confmasi,0
secepatnyalah,0,secepatnyalah,0
barang.kan,0,barang.kan,0
chekk,0,chekk,0
psnn,5,psnn,0
kekediri,0,kekediri,0
herlina,3,herlina,0
kuhp,0,kuhp,0
zendesk.com,1,zendesk.com,0
majeure,1,majeure,0
beberaps,0,beberaps,0
bhkn,1,bhkn,0
pmakaian,0,pmakaian,0
jedanya,0,jeda,jedanya
adjibg,0,adjibg,0
djning,0,djning,0
dikomplain,4,komplain,dikomplain
ditelpon,16,telpon,ditelpon
terlacak.informasi,0,terlacak.informasi,0
pelapak.selmat,0,pelapak.selmat,0
batu_jajar,0,batu_jajar,0
".
 .
 .",0,".
 .
 .",0
pedagangnya,5,dagang,pedagangnya
batujajar,5,batujajar,0
springbed,0,springbed,0
ae,1,ae,0
hra,1,hra,0
menbantu,0,menbantu,0
ryyan,6,ryyan,0
breket,1,breket,0
resei,0,resei,0
lakakukan,0,lakakukan,0
afk,0,afk,0
rwnya,0,rwnya,0
gha,12,gha,0
mimggu,0,mimggu,0
istriny,0,istriny,0
kontrakan,10,kontra,kontrakan
histroi,0,histroi,0
kema,0,kema,0
mengambilnya,1,ambil,mengambilnya
regestrasinya,0,regestrasinya,0
sayadah,0,sayadah,0
tlpn.baru,0,tlpn.baru,0
pelaak,1,pelaak,0
harusgimana,0,harusgimana,0
kusmiawatie,2,kusmiawatie,0
kedungwaringin,0,kedungwaringin,0
karangan,1,karang,karangan
mulyadi,2,mulyadi,0
kenyataanya,11,kenyataanya,0
teeima,1,teeima,0
tinggu,0,tinggu,0
suksea,4,suksea,0
pemveritahuan,0,pemveritahuan,0
memginformasikan,0,memginformasikan,0
formulirnya,0,formulir,formulirnya
drpd,6,drpd,0
suwun,2,suwun,0
barus,0,barus,0
kroscheck,1,kroscheck,0
duhh,2,duhh,0
pemesananya,2,pemesananya,0
wtf,0,wtf,0
pihah,1,pihah,0
mengtarkan,1,mengtarkan,0
menghaterkan,1,menghaterkan,0
an.pt,3,an.pt,0
memposting,3,posting,memposting
kepsek,1,kepsek,0
seteleh,0,seteleh,0
mojon,1,mojon,0
juga.harus,0,juga.harus,0
ditraking,1,ditraking,0
m.khoiron,0,m.khoiron,0
co.id,26,co.id,0
ngebatalinnya,0,ngebatalinnya,0
bukadompetnya,2,bukadompetnya,0
banyaj,0,banyaj,0
pengiruman,1,pengiruman,0
conplete,0,conplete,0
trandaksinya,0,trandaksinya,0
doterima,0,doterima,0
kwbetulan,0,kwbetulan,0
catumkan,0,catumkan,0
biasae,0,biasae,0
blotut,0,blotut,0
ktm,0,ktm,0
piringan,1,piring,piringan
meberitahukan,0,meberitahukan,0
sudan,6,sudan,0
chanel,0,chanel,0
yaiutu,0,yaiutu,0
tss,0,tss,0
s.duri,0,s.duri,0
tambora,0,tambora,0
jakbar.kalau,0,jakbar.kalau,0
cancelnya,5,cancelnya,0
refunda,2,refunda,0
ber,17,ber,0
menipuh,0,menipuh,0
laporang,2,laporang,0
laa,3,laa,0
memahami,9,paham,memahami
biisa,3,biisa,0
kopma,2,kopma,0
halimah,1,halimah,0
nisrina,0,nisrina,0
fathir,0,fathir,0
darussalam,3,darussalam,0
gontor,0,gontor,0
mantingan,0,mantingan,0
ngawi,5,ngawi,0
pegawai,5,gawai,pegawai
ustdzh,0,ustdzh,0
aisyah,0,aisyah,0
gtr,2,gtr,0
copas,4,copas,0
berau,4,rau,berau
screetshoot,3,screetshoot,0
infotransaksibukalapak,3,infotransaksibukalapak,0
tersrbut,5,tersrbut,0
pembekuan,1,beku,pembekuan
trsansaksi,1,trsansaksi,0
membajak,3,bajak,membajak
gigin,0,gigin,0
tertolak,1,tolak,tertolak
berturut-turut,0,berturut-turut,0
berlakunya,2,laku,berlakunya
akal-akalan,0,akal-akalan,0
didapat,2,dapat,didapat
untungterus,14,untungterus,0
bama,2,bama,0
cech,1,cech,0
lanjutannya,3,lanjutannya,0
dipenuhi,6,penuh,dipenuhi
smpt,0,smpt,0
sigit,0,sigit,0
menghunginya,1,menghunginya,0
keluarkota,1,keluarkota,0
kluarkota,0,kluarkota,0
dicancelkan,0,dicancelkan,0
tubles,2,tubles,0
irc,3,irc,0
tubless,0,tubless,0
konfirmasdi,0,konfirmasdi,0
kadarluasa,3,kadarluasa,0
proces,4,proces,0
deliverded,0,deliverded,0
akhrnya,2,akhrnya,0
flexibel,2,flexibel,0
out'y,3,out'y,0
masukkn,0,masukkn,0
pengantar,28,kantar,pengantar
nasinya,5,nasi,nasinya
potokan,5,potokan,0
bohongan,3,bohong,bohongan
susahnya,8,susah,susahnya
bohonngan,2,bohonngan,0
kmn,13,kmn,0
gantiin,3,gantiin,0
kemn,2,kemn,0
poto,10,poto,0
pinjamnya,2,pinjam,pinjamnya
itu.karna,2,itu.karna,0
bapak.karn,2,bapak.karn,0
tagihannya.tapi,2,tagihannya.tapi,0
sekarang.itu,2,sekarang.itu,0
mina,3,mina,0
exskripsi,2,exskripsi,0
pingirimanya,2,pingirimanya,0
masinya,3,masinya,0
onglen,5,onglen,0
mengharap,2,harap,mengharap
saya.saya,6,saya.saya,0
impormasi,8,impormasi,0
iksanrudi,1,iksanrudi,0
membuatnya,1,buat,membuatnya
iksan,0,iksan,0
username,2,username,0
m.bukalapak.com/iksanrudy,0,m.bukalapak.com/iksanrudy,0
keadilan,2,adil,keadilan
rohmah,2,rohmah,0
rya,1,rya,0
bandung-jakarta,1,bandung-jakarta,0
bayar'tgl,0,bayar'tgl,0
komfrimasi,3,komfrimasi,0
plumpang,6,plumpang,0
priuk,4,priuk,0
helo,2,helo,0
dihhh,0,dihhh,0
lola,0,lola,0
succes,3,succes,0
wakaka,0,wakaka,0
prjelas,1,prjelas,0
dihubungi.saya,0,dihubungi.saya,0
terjawab.makasih,0,terjawab.makasih,0
blik,7,blik,0
qvinv,0,qvinv,0
melunasi,4,lunas,melunasi
ditanggal,3,tanggal,ditanggal
noerimam,0,noerimam,0
tjahyo,0,tjahyo,0
peringatan,18,ingat,peringatan
rensi,1,rensi,0
aya,7,aya,0
kide,0,kide,0
pengrimnnya,0,pengrimnnya,0
drmna,0,drmna,0
tahihanya,0,tahihanya,0
pakainya,0,pakai,pakainya
almatnya,0,almatnya,0
gc,9,gc,0
sampe.padahal,0,sampe.padahal,0
place.padahal,0,place.padahal,0
place.tolong,0,place.tolong,0
profesional.karena,0,profesional.karena,0
membutuh,1,butuh,membutuh
tsb.sangat,0,tsb.sangat,0
menghubungi.karna,0,menghubungi.karna,0
jnt.kalo,0,jnt.kalo,0
solusi.kalo,0,solusi.kalo,0
tau.tidak,0,tau.tidak,0
notofikasi,2,notofikasi,0
sayapun,3,saya,sayapun
dal,1,dal,0
diopen,1,open,diopen
kepalapak,1,kepalapak,0
kepalak,0,palak,kepalak
spatu,2,spatu,0
transperke,0,transperke,0
dya,6,dya,0
terdaptar,1,terdaptar,0
memasujan,0,memasujan,0
bantuin,6,bantuin,0
tunggh,0,tunggh,0
psnan,12,psnan,0
kdr,0,kdr,0
b.siti,0,b.siti,0
akbari,0,akbar,akbari
penjuak,0,penjuak,0
nomr,25,nomr,0
kalin,0,kalin,0
namum,3,namum,0
ngulur,2,ngulur,0
kiaracondong,0,kiaracondong,0
sedangkat,0,sedangkat,0
chilkid,1,chilkid,0
pembayraan,0,pembayraan,0
sduah,1,sduah,0
dititip,5,titip,dititip
dcek,2,dcek,0
no.tansaksi,0,no.tansaksi,0
bener.kendala.katanya,0,bener.kendala.katanya,0
lengkap.kan,0,lengkap.kan,0
jl.abdurahman,0,jl.abdurahman,0
baru.jurumudi.kec.benda.tanggerang.rt,0,baru.jurumudi.kec.benda.tanggerang.rt,0
begitu.makasih,0,begitu.makasih,0
nadroh,0,nadroh,0
truz,1,truz,0
menghendel,0,hendel,menghendel
nogo,0,nogo,0
menrt,0,menrt,0
jieyang,5,jieyang,0
professiona,2,professiona,0
apriadi,5,apriadi,0
alamtkan,3,alamtkan,0
monopod,2,monopod,0
sampai.tp,5,sampai.tp,0
berlainan,0,lain,berlainan
tolonggo,0,tolonggo,0
janjiya,0,janjiya,0
rancakalong,1,rancakalong,0
temperd,1,temperd,0
pdsanan,0,pdsanan,0
ngerespon,6,ngerespon,0
samasekali,4,samasekali,0
karenanya,1,karena,karenanya
menggunan,1,gun,menggunan
kompir,3,kompir,0
bosch,2,bosch,0
khawatirnya,1,khawatir,khawatirnya
menggantung,13,gantung,menggantung
timeline,0,timeline,0
khimar,3,khimar,0
adhitya,6,adhitya,0
nugrahasore,2,nugrahasore,0
cxl,21,cxl,0
mmgg,4,mmgg,0
senila,1,nila,senila
sampaiiiii,0,sampaiiiii,0
min.selamat,0,min.selamat,0
tapi.uang,0,tapi.uang,0
leon,0,leon,0
kelihatannya,1,kelihatannya,0
melayang,4,layang,melayang
donpet,0,donpet,0
pelapak.nya,1,pelapak.nya,0
gendongan,1,gendong,gendongan
yransaksi,1,yransaksi,0
yanh,4,yanh,0
berhwnti,0,berhwnti,0
smrg,0,smrg,0
dapatkah,2,dapat,dapatkah
diberatkan,0,berat,diberatkan
konfirnasi,2,konfirnasi,0
alfanart,0,alfanart,0
jks_transit_center,1,jks_transit_center,0
bdo_gateway,1,bdo_gateway,0
sepengetahuan,5,sepengetahuan,0
offvvivo,0,offvvivo,0
kasasih,0,kasasih,0
trimaka,0,trimaka,0
judulnya,1,judul,judulnya
ambil-ambil,0,ambil-ambil,0
reebok,3,reebok,0
ertiga,1,ertiga,0
tedi,2,tedi,0
disudahi,1,sudah,disudahi
deovan,1,deovan,0
alsannya,0,alsannya,0
trmksih,8,trmksih,0
statusny,3,statusny,0
koordinasikan,3,koordinasi,koordinasikan
dibtunggu,1,dibtunggu,0
bysanya,1,bysanya,0
pengirimanx,13,pengirimanx,0
purbalinnga,4,purbalinnga,0
biyasa,6,biyasa,0
pebgiriman,0,pebgiriman,0
jadikan,9,jadi,jadikan
kepelapaknya,3,kepelapaknya,0
okehh,8,okehh,0
peredam,1,redam,peredam
eros,0,eros,0
setiamu,1,setia,setiamu
memberkati,1,berkat,memberkati
diuntungkan,0,untung,diuntungkan
cauple,1,cauple,0
rabbani,2,rabbani,0
tanjungsari,0,tanjungsari,0
konvermasi,0,konvermasi,0
diankonfirmasi,0,diankonfirmasi,0
pejual,4,jual,pejual
kurniawan,15,kurniawan,0
blgnya,2,blgnya,0
materai,5,materai,0
batall,0,batall,0
otomatisnya,6,otomatis,otomatisnya
diaktifkan,3,aktif,diaktifkan
aktifkan,7,aktif,aktifkan
hubuni,0,hubuni,0
autoparts,0,autoparts,0
komplit,10,komplit,0
os,3,os,0
offlline,1,offlline,0
permasalahn,2,permasalahn,0
kmu,8,k,kmu
iklanya,2,iklanya,0
karyawannya,1,karyawan,karyawannya
maslah,13,mas,maslah
seorang,8,orang,seorang
tolongin,5,tolongin,0
enggaa,0,enggaa,0
bukam,0,bukam,0
bayar.saya,0,bayar.saya,0
barano,1,barano,0
banjarmasin,21,banjarmasin,0
kebapa,1,bapa,kebapa
tertunda,14,tunda,tertunda
perbaiaki,1,perbaiaki,0
subgguh,1,subgguh,0
slllu,3,slllu,0
slahkan,3,slah,slahkan
padhal,13,padhal,0
mngulur,3,mngulur,0
oooo,4,oooo,0
malahndikirim.ke,0,malahndikirim.ke,0
mentranfer,2,mentranfer,0
berkendala,4,kendala,berkendala
jumblah,4,jumblah,0
terakir,5,terakir,0
fotonya,11,foto,fotonya
tangan.belum,0,tangan.belum,0
barangnya.tapi,0,barangnya.tapi,0
nya.mohon,0,nya.mohon,0
dropshipper,4,dropshipper,0
instans,5,instans,0
pakaia,0,pakaia,0
malsaha,0,malsaha,0
nyamab,0,nyamab,0
instann,1,instann,0
pengirimana,5,pengirimana,0
djnjikn,0,djnjikn,0
kabarx,0,kabarx,0
jinv,0,jinv,0
namu,1,na,namu
kebelakang,0,belakang,kebelakang
pergantian,25,ganti,pergantian
membayarkan,2,bayar,membayarkan
hughes,0,hughes,0
airpay,1,airpay,0
internatio,1,internatio,0
huges,0,huges,0
mekka,0,mekka,0
cilegon,23,cilegon,0
transaksike,0,transaksike,0
dibupload,0,dibupload,0
unbk,1,unbk,0
tegasin,0,tegasin,0
engganya,0,engganya,0
silapak,4,silapak,0
ngendap,1,ngendap,0
nanan,1,nan,nanan
munandar,1,munandar,0
kp.kademangan,1,kp.kademangan,0
ds.parigi,1,ds.parigi,0
kec.cikande,1,kec.cikande,0
kwb.serang,1,kwb.serang,0
prov.banten,1,prov.banten,0
geoff,0,geoff,0
bukalapak.sy,2,bukalapak.sy,0
og,1,og,0
progam,1,progam,0
kabatnya,1,kabat,kabatnya
an.kagumi,3,an.kagumi,0
remindernya,1,remindernya,0
cipto,1,cipto,0
menjelang,4,menjelang,0
bagaimanh,1,bagaimanh,0
kho,4,kho,0
baranv,5,baranv,0
tvl,2,tvl,0
tunggu.tq,1,tunggu.tq,0
resij,1,resij,0
kelewat,12,lewat,kelewat
ketrima,2,ketrima,0
ktrima,2,ktrima,0
tabahan,2,tabahan,0
hrg,3,hrg,0
rek.pelapak,2,rek.pelapak,0
tnfer,2,tnfer,0
padagal,3,padagal,0
nuggu,4,nuggu,0
kesanggupan,4,sanggup,kesanggupan
mamngkas,2,mamngkas,0
birokarsi,2,birokarsi,0
nggatung,1,nggatung,0
luwammmmaaa,1,luwammmmaaa,0
bange,1,bange,0
nggantung,4,nggantung,0
piye,2,piye,0
iki,6,iki,0
kurangmemuaskan,0,kurangmemuaskan,0
baang,5,baang,0
dikirmkan,3,dikirmkan,0
memtransfer,0,transfer,memtransfer
ditf,0,ditf,0
fanggal,0,fanggal,0
kevin,0,kevin,0
kemnarin,0,kemnarin,0
ngejugrug,0,ngejugrug,0
trjd,0,trjd,0
ktrlambatan,1,ktrlambatan,0
sdgn,0,sdgn,0
refun,6,refun,0
kedlm,1,kedlm,0
mskin,1,mskin,0
btas,3,btas,0
kedompet,7,dompet,kedompet
spaya,1,spaya,0
mkshi,4,mkshi,0
jka,4,jka,0
slasi,1,slasi,0
adalsporan,0,adalsporan,0
gagaldikirim,0,gagaldikirim,0
driver.dikarenakan,0,driver.dikarenakan,0
info.no,0,info.no,0
sibolangit,0,sibolangit,0
kipling,2,kipling,0
pengriman,13,rim,pengriman
dikantornya,0,kantor,dikantornya
menberikan,0,menberikan,0
tgtg,0,tgtg,0
menhubungin,0,menhubungin,0
antigores,0,antigores,0
yailah,0,yailah,0
sistrm,1,sistrm,0
shalat,2,shalat,0
dilembata,0,dilembata,0
konfirmasinnya,1,konfirmasinnya,0
ajulaju,0,ajulaju,0
sjak,1,sjak,0
linenya,3,linenya,0
rendi,0,rendi,0
foscha,0,foscha,0
asmuni,1,asmuni,0
bl.id/bantuan,1,bl.id/bantuan,0
hati-hati,1,hati-hati,0
bersifat,3,sifat,bersifat
data-data,2,data-data,0
mengatasnamakan,2,mengatasnamakan,0
alata,0,alata,0
kesalah,0,sa,kesalah
yayang,0,yayang,0
indrawan,1,indrawan,0
pt.patama,0,pt.patama,0
adijaya,0,adijaya,0
stel,2,stel,0
pratama,8,pratama,0
kalosampai,0,kalosampai,0
dongg,3,dongg,0
aktifin,3,aktifin,0
tfa,3,tfa,0
dikiriminnya,0,dikiriminnya,0
otp,11,otp,0
dimintain,1,dimintain,0
__,1,__,0
huftt,0,huftt,0
dimintai,2,minta,dimintai
oksdeh,0,oksdeh,0
didalam,6,dalam,didalam
rifan,0,rifan,0
imateriil,1,imateriil,0
wib.ko,0,wib.ko,0
ongkosnya,6,ongkos,ongkosnya
pelakpak,0,pelakpak,0
guanakan,0,guanakan,0
takunya,0,takunya,0
telvon,5,telvon,0
arahan,4,arah,arahan
merka,0,merka,0
lhooo,1,lhooo,0
.  .,2,.  .,0
checkin,0,checkin,0
betanya,0,beta,betanya
vgod,2,vgod,0
bebrapa,1,bebrapa,0
cld,0,cld,0
dodi,2,dodi,0
sunardi,3,sunardi,0
margorejo,1,margorejo,0
prtyaan,5,prtyaan,0
mbyar,2,mbyar,0
mbrikan,2,mbrikan,0
mksimal,3,mksimal,0
trfr,2,trfr,0
taghn,0,taghn,0
trnsksi,11,trnsksi,0
bebankan,2,beban,bebankan
nontransaksi,1,nontransaksi,0
update'a,0,update'a,0
fachriatulmilaxtkjv,1,fachriatulmilaxtkjv,0
kka,8,kka,0
ditanggaoi,0,ditanggaoi,0
kejelasaan,0,kejelasaan,0
tetapkan,1,tetap,tetapkan
nunngu,0,nunngu,0
teruss,4,teruss,0
banjarsari,0,banjarsari,0
gapake,1,gapake,0
bondowoso,2,bondowoso,0
pebr,0,pebr,0
pengusir,4,kusir,pengusir
miskanto,0,miskanto,0
bdlum,0,bdlum,0
classicmart,0,classicmart,0
sayap,0,sayap,0
mesiju.lampung,0,mesiju.lampung,0
pangkalanbun,0,pangkalanbun,0
mesiju,0,mesiju,0
pelapaka,1,pelapaka,0
azzam,6,azzam,0
bdg_coret,0,bdg_coret,0
khabisan,0,khabis,khabisan
mmpung,0,mmpung,0
menimpa,1,menimpa,0
mempush,1,push,mempush
berimbas,0,rimbas,berimbas
niii,0,niii,0
tulisin,0,tulisin,0
line.mhn,0,line.mhn,0
penjual.klo,0,penjual.klo,0
bantuannya.terima,3,bantuannya.terima,0
swgera,0,swgera,0
tgguu,0,tgguu,0
habisnya,1,habis,habisnya
tlah,3,t,tlah
duluin,0,duluin,0
corvus,0,corvus,0
ditindaklanjut,0,ditindaklanjut,0
confirmnya,0,confirmnya,0
ninjany,0,ninjany,0
trasnfer,2,trasnfer,0
corfirmation,0,corfirmation,0
menerim,1,menerim,0
pesennya,9,sen,pesennya
hh,0,hh,0
digiring,0,giring,digiring
benarkah,4,benar,benarkah
mbatalkan,1,mbatalkan,0
nilainya,10,nilai,nilainya
knjung,0,knjung,0
pcya,0,pcya,0
welington,2,welington,0
doobidoowatch,1,doobidoowatch,0
kelanjutanya,9,kelanjutanya,0
dihistorynya,0,dihistorynya,0
tman,0,tman,0
espedisi,3,espedisi,0
grey,3,grey,0
cv,1,cv,0
st.olivia,0,st.olivia,0
hn,6,hn,0
hetty,0,hetty,0
nungrahati,0,nungrahati,0
oriiginal,0,oriiginal,0
mudianah,0,mudianah,0
mustika,2,mustika,0
oke.tq,0,oke.tq,0
erlanjr,0,erlanjr,0
dimatikan,6,mati,dimatikan
rungkut,2,rungkut,0
rupian,0,rupian,0
terhapuslah,0,hapus,terhapuslah
semuax,0,semuax,0
akunx,0,akunx,0
masukakan,0,masukakan,0
dibtanya,0,dibtanya,0
sebelumx,1,sebelumx,0
kedepann,0,kedepann,0
penipuaan,0,penipuaan,0
alaaa,0,alaaa,0
transaksi.pembayran,0,transaksi.pembayran,0
keubah.harusnya,0,keubah.harusnya,0
husni,1,husni,0
jayakarta,0,jayakarta,0
hayam,0,hayam,0
wuruk,0,wuruk,0
ltc,0,ltc,0
departement,0,departement,0
nggak.soalnya,0,nggak.soalnya,0
gojek.takutnya,0,gojek.takutnya,0
nurrohman,0,nurrohman,0
rei,3,re,rei
bojong,2,bojong,0
muadz,0,muadz,0
converense,0,converense,0
wokeeeeee,0,wokeeeeee,0
juga.yg,0,juga.yg,0
ya.karena,0,ya.karena,0
nayain,0,nayain,0
pesenana,0,pesenana,0
yacchhh,0,yacchhh,0
dong'kirain,0,dong'kirain,0
haduhhh,3,haduhhh,0
eticket,2,eticket,0
nunik,1,nunik,0
ngeblangk,0,ngeblangk,0
teleponya,0,teleponya,0
disayangkan,0,sayang,disayangkan
didapatkan,2,dapat,didapatkan
setidaknya,11,tidak,setidaknya
mustinya,0,mustinya,0
negasin,0,negasin,0
khususnya,6,khusus,khususnya
pbayaran,5,pbayaran,0
mobilbanking,0,mobilbanking,0
kmana,4,kmana,0
dihhhhh,0,dihhhhh,0
ogkir,0,ogkir,0
shari,1,shari,0
mlah,16,m,mlah
kirim-kirim,1,kirim-kirim,0
huuft,0,huuft,0
hlo,5,hlo,0
gril,0,gril,0
mnrt,6,mnrt,0
cipinang,4,cipinang,0
diwaktu,0,waktu,diwaktu
